,n,scheduler,st_1,st_2,st_3,wt_1,wt_2,wt_3,tat_1,tat_2,tat_3
544,272001,rr,0.9,5.3,7.5,99269.6,935.2,992.8,365306.0,1235.3,1293.1
545,272001,fcfs,0.9,24878.8,26455.3,0.9,24878.8,26455.3,24876.0,26454.6,27844.4
546,273001,rr,0.8,4.5,6.7,46800.1,1386.3,1355.7,178830.7,1801.2,1815.8
547,273001,fcfs,0.7,33037.6,34394.0,0.7,33037.6,34394.0,33030.6,34392.6,36313.2
548,274001,rr,0.9,4.4,6.6,58749.9,792.1,822.8,212821.7,1057.6,1062.6
549,274001,fcfs,0.8,28077.2,29478.7,0.8,28077.2,29478.7,28073.6,29477.8,31615.9
550,275001,rr,1.4,5.6,7.6,28500.8,951.3,912.2,83040.1,1218.0,1223.3
551,275001,fcfs,8.6,43425.6,44885.4,8.6,43425.6,44885.4,43418.5,44884.4,46729.0
552,276001,rr,0.9,4.9,7.1,78674.2,857.8,1155.3,266392.8,1273.7,1418.4
553,276001,fcfs,0.8,25901.8,27263.9,0.8,25901.8,27263.9,25898.3,27263.0,29087.7
554,277001,rr,0.8,4.2,6.5,66968.5,950.1,1052.1,249391.6,1366.3,1362.8
555,277001,fcfs,1.0,33205.4,35195.8,1.0,33205.4,35195.8,33198.2,35195.0,36886.7
556,278001,rr,0.8,4.1,6.4,57743.3,1101.0,713.1,212271.0,1508.9,938.8
557,278001,fcfs,0.9,27235.5,29055.9,0.9,27235.5,29055.9,27229.2,29054.5,30663.9
558,279001,rr,0.9,4.4,6.6,42415.6,989.8,813.5,159825.6,1304.4,1288.3
559,279001,fcfs,0.8,36962.3,38582.1,0.8,36962.3,38582.1,36954.7,38580.8,40289.4
560,280001,rr,0.8,4.3,6.5,73476.4,1053.4,1287.9,262264.7,1291.4,1798.9
561,280001,fcfs,0.9,38227.9,39643.9,0.9,38227.9,39643.9,38219.4,39642.9,41295.9
562,281001,rr,0.9,4.4,6.6,49536.9,910.0,952.6,180091.0,1223.1,1215.8
563,281001,fcfs,1.0,31978.7,33396.1,1.0,31978.7,33396.1,31972.7,33394.8,35019.9
564,282001,rr,1.0,5.4,7.6,63614.1,821.4,774.9,222875.6,1089.4,1012.1
565,282001,fcfs,0.9,38213.5,39504.2,0.9,38213.5,39504.2,38205.8,39502.8,40868.3
566,283001,rr,1.1,6.6,9.1,51147.6,1095.5,1187.6,193461.9,1486.1,1601.0
567,283001,fcfs,0.8,30896.7,32128.5,0.8,30896.7,32128.5,30893.6,32127.6,33683.9
568,284001,rr,0.9,4.5,7.0,72729.2,1535.6,1063.7,277135.3,2027.1,1680.2
569,284001,fcfs,0.8,24817.5,26104.5,0.8,24817.5,26104.5,24809.5,26102.8,27489.2
570,285001,rr,1.1,5.3,7.7,66241.2,1010.9,1012.7,253445.1,1289.4,1285.0
571,285001,fcfs,0.8,34181.8,36242.5,0.8,34181.8,36242.5,34175.2,36241.1,37935.2
572,286001,rr,1.2,5.7,7.9,73864.7,795.6,800.3,253043.7,1048.2,1039.1
573,286001,fcfs,0.8,66899.9,68168.4,0.8,66899.9,68168.4,66893.3,68167.3,69858.7
574,287001,rr,1.3,6.7,8.9,44699.8,1015.7,980.8,167105.9,1298.2,1300.4
575,287001,fcfs,0.8,31424.1,33283.8,0.8,31424.1,33283.8,31417.5,33283.0,34396.9
576,288001,rr,0.9,4.3,6.5,80486.4,1109.3,1214.4,278221.9,1561.6,1554.4
577,288001,fcfs,0.7,28678.4,30063.4,0.7,28678.4,30063.4,28675.4,30062.7,31937.8
578,289001,rr,1.2,5.5,7.9,58512.5,735.0,761.2,212381.8,1088.6,995.5
579,289001,fcfs,0.9,32458.3,34145.5,0.9,32458.3,34145.5,32455.1,34144.7,35879.2
580,290001,rr,0.9,4.2,6.5,68460.4,832.7,1198.0,250584.5,1172.9,1657.8
581,290001,fcfs,1.2,40945.8,42374.1,1.2,40945.8,42374.1,40939.6,42373.2,44317.5
582,291001,rr,1.2,5.7,7.9,60954.2,838.1,1437.5,225721.7,1067.7,2094.2
583,291001,fcfs,0.9,40653.6,42110.6,0.9,40653.6,42110.6,40646.2,42109.2,43938.8
584,292001,rr,1.1,6.5,9.1,98464.3,1076.1,949.9,331633.9,1492.0,1334.1
585,292001,fcfs,0.8,28744.7,30082.5,0.8,28744.7,30082.5,28741.1,30081.6,31919.3
586,293001,rr,1.0,5.0,7.0,101231.6,4032.9,3959.3,326238.1,5254.7,5064.0
587,293001,fcfs,0.9,31416.0,32735.9,0.9,31416.0,32735.9,31411.8,32735.0,34415.6
588,294001,rr,1.5,8.2,11.1,38141.1,1700.5,1753.8,143674.6,2228.1,2252.2
589,294001,fcfs,1.0,40875.4,42180.8,1.0,40875.4,42180.8,40867.1,42179.9,43994.7
590,295001,rr,1.3,5.4,7.6,67414.0,1104.4,1072.3,238282.3,1464.9,1382.1
591,295001,fcfs,1.0,43981.6,45190.0,1.0,43981.6,45190.0,43974.6,45188.6,46513.9
592,296001,rr,0.9,4.5,6.8,81655.7,947.1,931.9,301880.4,1216.3,1221.9
593,296001,fcfs,1.0,24685.9,26280.6,1.0,24685.9,26280.6,24679.4,26278.4,27741.1
594,297001,rr,0.9,4.1,7.1,77594.4,947.6,1000.2,276078.6,1210.8,1318.2
595,297001,fcfs,0.7,22354.4,23769.6,0.7,22354.4,23769.6,22329.7,23768.7,24993.9
596,298001,rr,1.3,5.5,7.7,85947.6,916.3,1121.5,306067.7,1407.2,1412.9
597,298001,fcfs,0.9,41286.4,42570.6,0.9,41286.4,42570.6,41283.4,42569.2,43916.1
598,299001,rr,0.8,4.5,6.8,89950.5,889.5,892.1,328491.1,1163.2,1159.4
599,299001,fcfs,0.9,34745.3,36143.8,0.9,34745.3,36143.8,34738.1,36142.1,37547.8
600,300001,rr,0.9,4.4,6.6,67840.5,902.4,967.0,238852.5,1241.1,1246.8
601,300001,fcfs,0.8,46913.0,48567.6,0.8,46913.0,48567.6,46904.9,48566.5,50616.2
602,301001,rr,1.1,5.4,7.9,78801.7,843.1,966.7,273526.3,1269.4,1261.8
603,301001,fcfs,0.9,29417.5,30892.5,0.9,29417.5,30892.5,29414.4,30878.9,32721.3
604,302001,rr,0.8,4.3,6.5,71929.4,809.5,783.9,251589.4,1054.8,1100.8
605,302001,fcfs,0.9,37739.7,39056.2,0.9,37739.7,39056.2,37734.3,39055.1,40676.0
606,303001,rr,1.4,5.8,7.9,78500.1,2417.5,2292.9,280126.8,3105.6,3088.4
607,303001,fcfs,1.1,33535.7,34904.9,1.1,33535.7,34904.9,33527.0,34903.7,36335.4
608,304001,rr,0.9,4.4,6.6,69693.8,1003.4,880.1,255102.6,1362.1,1182.1
609,304001,fcfs,0.8,42998.3,44589.8,0.8,42998.3,44589.8,42990.3,44588.3,46458.8
610,305001,rr,1.1,5.3,7.5,70390.2,858.3,785.3,261383.3,1102.6,1111.1
611,305001,fcfs,1.2,46576.3,48107.0,1.2,46576.3,48107.0,46567.0,48105.7,49281.8
612,306001,rr,0.9,4.5,6.8,62945.1,1150.4,1035.2,232102.9,1493.5,1360.3
613,306001,fcfs,0.9,26562.1,28013.4,0.9,26562.1,28013.4,26553.4,28011.6,29505.8
614,307001,rr,0.8,4.3,6.5,63431.6,820.1,994.5,227465.5,1264.9,1269.4
615,307001,fcfs,0.8,31943.6,33845.0,0.8,31943.6,33845.0,31940.7,33844.0,35526.8
616,308001,rr,1.2,5.4,7.8,61300.4,798.7,778.6,222979.3,1088.1,1093.8
617,308001,fcfs,0.9,40486.4,42094.4,0.9,40486.4,42094.4,40477.6,42093.1,43617.2
618,309001,rr,0.9,4.3,6.5,87031.600001,839.0,779.9,323114.1,1073.6,1232.0
619,309001,fcfs,1.1,37710.6,39481.1,1.1,37710.6,39481.1,37703.5,39480.1,41440.6
620,310001,rr,0.8,4.4,6.6,90944.8,920.7,863.8,296693.3,1216.3,1120.1
621,310001,fcfs,0.8,31181.7,32899.1,0.8,31181.7,32899.1,31174.1,32897.5,34664.3
622,311001,rr,0.9,4.3,6.5,69703.1,695.0,886.8,255724.2,884.2,1201.9
623,311001,fcfs,0.9,30624.1,32159.9,0.9,30624.1,32159.9,30616.3,32158.7,34518.5
624,312001,rr,0.9,4.2,6.4,91854.8,971.5,827.8,325266.9,1327.0,1187.6
625,312001,fcfs,1.5,37515.8,39245.5,1.5,37515.8,39245.5,37508.1,39244.5,40743.3
626,313001,rr,1.0,4.9,6.9,61289.0,973.1,915.8,230544.3,1330.7,1171.0
627,313001,fcfs,0.8,32700.9,35003.9,0.8,32700.9,35003.9,32691.8,35001.2,36387.7
628,314001,rr,0.9,4.3,6.6,58649.4,1370.3,768.4,216285.1,1923.9,1050.1
629,314001,fcfs,0.8,42322.5,43565.8,0.8,42322.5,43565.8,42314.9,43564.8,45084.7
630,315001,rr,1.1,5.5,7.5,71012.9,883.1,1008.2,255298.1,1262.7,1267.9
631,315001,fcfs,0.9,31668.6,32963.8,0.9,31668.6,32963.8,31661.2,32962.7,34644.2
632,316001,rr,1.1,5.8,8.3,65519.5,870.7,826.0,235210.9,1088.6,1099.8
633,316001,fcfs,0.9,52019.7,53426.2,0.9,52019.7,53426.2,52012.1,53425.2,55004.2
634,317001,rr,1.0,5.1,7.5,83285.1,860.1,1037.5,299597.8,1196.2,1358.1
635,317001,fcfs,0.8,31382.8,33126.0,0.8,31382.8,33126.0,31376.7,33125.2,35246.3
636,318001,rr,1.3,5.6,8.0,42863.6,887.5,952.9,163154.5,1294.8,1291.0
637,318001,fcfs,0.8,36177.9,37635.9,0.8,36177.9,37635.9,36174.4,37587.6,39202.4
638,319001,rr,1.4,5.6,8.1,141365.900001,1056.0,902.7,467958.2,1373.1,1363.9
639,319001,fcfs,0.8,37345.9,39028.1,0.8,37345.9,39028.1,37338.0,39027.1,40486.3
640,320001,rr,1.0,5.2,7.4,75730.9,1132.0,1128.9,284518.1,1586.5,1483.3
641,320001,fcfs,0.9,50453.8,51916.8,0.9,50453.8,51916.8,50445.9,51915.5,53235.5
642,321001,rr,0.8,4.6,6.9,77959.8,886.3,877.4,279629.2,1127.4,1128.1
643,321001,fcfs,0.9,29378.0,30786.7,0.9,29378.0,30786.7,29370.6,30785.8,32469.1
644,322001,rr,0.9,4.4,6.6,53363.8,856.5,771.2,192148.8,1115.3,1115.8
645,322001,fcfs,0.9,46254.2,47708.6,0.9,46254.2,47708.6,46246.5,47707.7,49439.7
646,323001,rr,0.9,4.2,6.5,93822.9,1019.8,1041.1,341231.0,1370.3,1377.8
647,323001,fcfs,0.8,25036.5,26871.3,0.8,25036.5,26871.3,25029.5,26870.2,28638.9
648,324001,rr,0.9,19.7,21.9,47131.0,1087.2,1187.0,181004.9,1495.3,1477.0
649,324001,fcfs,0.8,30542.0,32118.0,0.8,30542.0,32118.0,30537.6,32117.1,34048.3
650,325001,rr,1.2,6.5,8.7,42563.5,1125.4,1069.9,164395.9,1453.4,1464.1
651,325001,fcfs,0.9,33623.3,35261.7,0.9,33623.3,35261.7,33617.3,35260.7,36750.1
652,326001,rr,1.2,5.3,7.3,69237.9,1014.1,936.2,240211.9,1283.8,1292.1
653,326001,fcfs,0.9,40110.9,41632.1,0.9,40110.9,41632.1,40101.1,41630.7,43499.1
654,327001,rr,0.8,4.4,6.6,66842.1,815.4,932.8,253437.5,1211.8,1217.5
655,327001,fcfs,0.8,35492.5,37296.3,0.8,35492.5,37296.3,35485.5,37295.3,38770.2
656,328001,rr,1.1,5.5,7.7,79037.4,917.5,894.8,267028.6,1251.9,1254.0
657,328001,fcfs,0.8,40288.8,41925.0,0.8,40288.8,41925.0,40281.5,41923.9,43560.5
658,329001,rr,1.1,5.3,7.3,71607.6,685.7,1145.7,267652.0,1010.9,1676.7
659,329001,fcfs,0.7,40815.5,42072.1,0.7,40815.5,42072.1,40812.8,42070.7,43326.5
660,330001,rr,1.7,6.3,8.3,62801.3,2152.1,2298.6,228848.0,2842.0,2989.6
661,330001,fcfs,0.8,44261.1,46234.7,0.8,44261.1,46234.7,44252.1,46233.9,47772.9
662,331001,rr,0.9,4.3,6.5,59646.9,974.0,979.5,213786.2,1261.1,1258.6
663,331001,fcfs,0.9,43587.6,45045.9,0.9,43587.6,45045.9,43580.7,45043.0,46343.8
664,332001,rr,1.0,6.7,8.9,88380.1,1146.5,887.4,326942.0,1532.1,1165.6
665,332001,fcfs,0.8,27986.5,29368.6,0.8,27986.5,29368.6,27979.1,29366.3,30846.3
666,333001,rr,0.9,4.8,7.0,62468.8,1048.9,1028.1,230132.2,1407.0,1404.9
667,333001,fcfs,8.9,24840.2,26524.5,8.9,24840.2,26524.5,24837.4,26523.6,28076.7
668,334001,rr,1.1,5.0,7.3,118829.400001,738.9,876.6,430797.9,1021.2,1155.4
669,334001,fcfs,1.0,41147.3,42933.9,1.0,41147.3,42933.9,41140.4,42933.0,44981.2
670,335001,rr,0.8,4.2,6.5,63965.7,1376.7,1295.8,233794.2,1774.8,1765.7
671,335001,fcfs,0.8,31331.6,32692.8,0.8,31331.6,32692.8,31325.4,32691.8,33952.6
672,336001,rr,0.9,4.4,6.6,52752.6,816.0,807.1,198805.6,1070.4,1066.7
673,336001,fcfs,0.8,40277.3,41544.6,0.8,40277.3,41544.6,40271.5,41543.7,43287.4
674,337001,rr,0.9,4.4,6.6,112694.7,1129.9,1415.1,375729.2,1468.2,1907.4
675,337001,fcfs,0.8,30948.1,32707.5,0.8,30948.1,32707.5,30939.9,32706.7,34630.2
676,338001,rr,1.1,4.9,7.1,81857.6,880.3,848.0,280933.5,1157.2,1174.2
677,338001,fcfs,0.7,25666.4,27549.9,0.7,25666.4,27549.9,25663.3,27547.7,31334.3
678,339001,rr,1.3,6.2,8.8,142780.400001,70753.0,70477.9,347153.5,77830.6,77627.9
679,339001,fcfs,0.8,45054.1,46869.4,0.8,45054.1,46869.4,45048.1,46868.5,48341.9
680,340001,rr,1.0,19.7,22.4,73441.1,1031.1,996.5,269170.1,1328.8,1319.8
681,340001,fcfs,0.7,39443.1,41175.9,0.7,39443.1,41175.9,39414.8,41174.2,42652.5
682,341001,rr,1.1,5.6,7.8,77192.2,1041.4,1090.5,278458.4,1338.5,1419.9
683,341001,fcfs,0.9,37961.9,39789.5,0.9,37961.9,39789.5,37953.8,39711.1,41579.9
684,342001,rr,1.0,5.0,7.1,84661.9,943.5,865.8,289375.1,1260.2,1120.8
685,342001,fcfs,0.7,54177.4,55883.8,0.7,54177.4,55883.8,54170.0,55882.3,57716.9
686,343001,rr,0.8,4.4,6.7,90131.9,954.6,871.5,314248.6,1222.9,1235.3
687,343001,fcfs,0.9,54355.0,55804.1,0.9,54355.0,55804.1,54346.2,55801.2,57453.9
688,344001,rr,1.1,5.5,7.7,83155.7,1590.1,1794.0,291344.3,2048.2,2349.1
689,344001,fcfs,0.7,22282.1,23611.6,0.7,22282.1,23611.6,22275.4,23610.0,25118.3
690,345001,rr,0.8,4.2,6.4,66348.6,823.9,788.1,247838.3,1060.8,1057.0
691,345001,fcfs,0.7,52403.5,54117.6,0.7,52403.5,54117.6,52395.7,54116.4,55651.2
692,346001,rr,1.0,4.8,6.9,145429.700001,939.6,1009.0,519733.9,1206.2,1363.3
693,346001,fcfs,0.7,38193.9,39967.5,0.7,38193.9,39967.5,38186.0,39966.5,41635.0
694,347001,rr,0.8,4.3,6.6,71707.3,914.6,865.2,258621.4,1165.8,1156.3
695,347001,fcfs,0.8,33254.7,34888.3,0.8,33254.7,34888.3,33252.0,34887.3,36541.7
696,348001,rr,0.8,4.1,6.4,110056.2,945.5,669.7,369404.7,1475.3,853.0
697,348001,fcfs,0.8,56340.4,57683.8,0.8,56340.4,57683.8,56334.0,57682.7,59174.1
698,349001,rr,1.4,5.5,7.5,78551.3,941.0,873.6,283155.5,1260.4,1119.7
699,349001,fcfs,0.9,43252.5,44532.5,0.9,43252.5,44532.5,43245.5,44531.5,45867.7
700,350001,rr,1.0,5.9,8.0,80166.2,1000.9,908.8,283478.6,1255.2,1248.0
701,350001,fcfs,0.8,26365.8,28392.7,0.8,26365.8,28392.7,26362.6,28391.8,30041.1
702,351001,rr,1.0,5.4,7.7,57416.7,1269.4,1328.4,219583.6,1791.7,1768.3
703,351001,fcfs,0.9,34804.0,36413.7,0.9,34804.0,36413.7,34797.0,36412.7,37848.9
704,352001,rr,1.0,5.2,8.8,64969.7,848.2,882.2,237316.7,1139.3,1163.3
705,352001,fcfs,1.1,36811.9,39355.1,1.1,36811.9,39355.1,36800.3,39352.4,41019.4
706,353001,rr,0.7,4.2,6.4,68294.1,914.8,1069.7,250780.4,1274.7,1406.3
707,353001,fcfs,0.7,38774.2,40141.0,0.7,38774.2,40141.0,38766.7,40138.7,41675.3
708,354001,rr,1.0,5.2,7.4,98216.4,828.0,851.7,350768.7,1132.6,1133.2
709,354001,fcfs,0.9,36321.5,37714.6,0.9,36321.5,37714.6,36310.2,37712.4,38847.4
710,355001,rr,1.1,5.6,8.0,82069.7,1046.1,940.8,285524.5,1354.9,1349.1
711,355001,fcfs,0.7,33491.1,35141.2,0.7,33491.1,35141.2,33483.1,35140.3,37087.4
712,356001,rr,1.1,5.2,7.2,71267.1,871.0,717.4,268722.2,1115.0,1023.7
713,356001,fcfs,0.9,45168.0,46377.0,0.9,45168.0,46377.0,45165.0,46376.2,47725.8
714,357001,rr,1.5,6.1,8.3,75652.4,1773.2,1092.0,254786.3,2432.8,1468.0
715,357001,fcfs,0.9,45296.8,46746.1,0.9,45296.8,46746.1,45290.6,46745.1,48571.6
716,358001,rr,1.0,4.5,6.8,79087.3,878.2,913.2,280718.4,1134.7,1161.2
717,358001,fcfs,0.8,58714.8,60298.8,0.8,58714.8,60298.8,58708.9,60297.7,62070.2
718,359001,rr,0.8,4.7,7.0,92361.3,970.9,973.2,341313.5,1250.7,1246.7
719,359001,fcfs,0.7,32922.7,34387.1,0.7,32922.7,34387.1,32917.3,34385.3,35899.0
720,360001,rr,1.3,5.6,7.8,94799.4,1084.7,1075.2,315281.0,1409.3,1392.3
721,360001,fcfs,0.8,30491.3,32236.8,0.8,30491.3,32236.8,30488.4,32235.9,34151.8
722,361001,rr,1.6,6.5,8.7,67370.4,788.5,741.7,238587.6,1152.3,1141.8
723,361001,fcfs,0.9,40116.2,41925.9,0.9,40116.2,41925.9,40109.8,41924.9,43289.7
724,362001,rr,0.8,4.3,6.5,78126.3,677.0,1330.8,293638.0,901.2,2059.6
725,362001,fcfs,0.8,28787.0,30684.9,0.8,28787.0,30684.9,28779.5,30683.9,32716.3
726,363001,rr,0.9,4.4,6.6,58975.4,700.5,1046.9,214623.9,981.1,1405.9
727,363001,fcfs,1.1,36695.4,38604.1,1.1,36695.4,38604.1,36688.5,38602.7,40345.1
728,364001,rr,0.9,6.3,8.4,88382.300001,2234.9,2304.9,330062.7,2983.2,2917.0
729,364001,fcfs,0.7,44003.3,45451.2,0.7,44003.3,45451.2,43996.4,45449.7,46937.9
730,365001,rr,1.2,8.0,10.1,88472.7,901.7,849.6,329701.4,1190.4,1140.8
731,365001,fcfs,1.3,32731.8,34448.2,1.3,32731.8,34448.2,32725.4,34447.3,36276.8
732,366001,rr,0.8,4.1,6.4,114683.5,918.8,935.4,406506.4,1233.6,1235.4
733,366001,fcfs,0.9,38917.8,40650.2,0.9,38917.8,40650.2,38913.5,40648.3,42351.4
734,367001,rr,1.6,5.9,8.2,61141.2,989.5,1183.0,229153.2,1368.2,1643.0
735,367001,fcfs,0.7,52538.5,54253.3,0.7,52538.5,54253.3,52530.7,54252.3,55976.2
736,368001,rr,0.8,4.2,6.4,109112.8,951.5,927.8,372470.7,1213.0,1217.1
737,368001,fcfs,0.7,61943.9,63809.2,0.7,61943.9,63809.2,61937.9,63808.2,65194.6
738,369001,rr,1.1,4.7,6.8,57444.9,1248.8,1343.6,221909.1,1590.4,1826.6
739,369001,fcfs,0.8,48730.3,50558.3,0.8,48730.3,50558.3,48723.8,50490.1,52125.8
740,370001,rr,0.9,4.3,6.5,112791.400001,876.1,884.4,394850.1,1243.5,1184.2
741,370001,fcfs,0.9,31108.7,32850.2,0.9,31108.7,32850.2,31103.9,32849.3,34520.1
742,371001,rr,0.8,4.4,6.6,65491.5,789.3,915.9,236192.9,1162.0,1167.1
743,371001,fcfs,0.9,40678.7,42607.8,0.9,40678.7,42607.8,40674.8,42607.1,44324.5
744,372001,rr,1.1,5.8,7.7,83446.8,949.0,886.7,293029.2,1239.9,1246.0
745,372001,fcfs,1.0,51982.4,53224.0,1.0,51982.4,53224.0,51975.7,53222.4,54794.8
746,373001,rr,1.2,5.7,8.0,70075.3,963.7,961.9,250695.8,1310.9,1285.8
747,373001,fcfs,0.8,54736.9,56699.4,0.8,54736.9,56699.4,54733.2,56698.5,58115.5
748,374001,rr,0.9,4.3,6.5,120789.700001,1340.9,960.1,459963.5,1856.3,1243.6
749,374001,fcfs,0.8,51789.7,53206.5,0.8,51789.7,53206.5,51783.8,53165.6,54933.2
750,375001,rr,0.9,4.7,6.9,95211.1,889.8,895.9,327694.1,1170.9,1163.0
751,375001,fcfs,0.8,46780.4,48365.2,0.8,46780.4,48365.2,46771.8,48363.5,49663.9
752,376001,rr,0.8,4.3,6.5,83003.9,688.5,795.0,294183.1,1022.0,1024.3
753,376001,fcfs,0.8,58215.1,60158.7,0.8,58215.1,60158.7,58206.8,60157.1,61887.2
754,377001,rr,0.9,4.4,6.6,52953.5,1004.3,960.8,197500.7,1295.7,1286.4
755,377001,fcfs,0.8,40725.8,42233.2,0.8,40725.8,42233.2,40716.0,42217.0,43644.3
756,378001,rr,1.2,5.3,7.8,78931.8,854.1,874.7,299820.1,1161.1,1161.8
757,378001,fcfs,0.8,48362.5,50078.5,0.8,48362.5,50078.5,48354.0,50076.4,51925.9
758,379001,rr,1.0,4.6,6.8,117306.9,844.7,819.3,399091.3,1098.5,1102.6
759,379001,fcfs,0.7,46978.5,48738.7,0.7,46978.5,48738.7,46970.7,48737.8,50468.8
760,380001,rr,1.8,6.4,8.7,72639.3,1499.5,1431.7,262358.1,2061.4,2052.1
761,380001,fcfs,1.0,47156.6,48697.8,1.0,47156.6,48697.8,47152.7,48696.8,50303.2
762,381001,rr,0.8,4.3,6.5,69163.8,847.3,1015.4,243401.0,1202.8,1324.7
763,381001,fcfs,0.8,41270.4,42790.2,0.8,41270.4,42790.2,41267.0,42789.4,43966.2
764,382001,rr,0.9,4.8,7.0,157828.500001,831.2,896.0,578055.8,1155.7,1151.3
765,382001,fcfs,0.7,42055.6,43520.1,0.7,42055.6,43520.1,42048.9,43518.8,45205.6
766,383001,rr,0.9,4.4,6.6,145227.800001,774.0,801.1,506669.7,1017.7,1025.4
767,383001,fcfs,0.8,45173.9,46569.8,0.8,45173.9,46569.8,45166.6,46567.7,48080.2
768,384001,rr,1.2,5.5,7.7,87743.8,806.4,807.3,304213.4,1063.5,1067.2
769,384001,fcfs,0.8,44870.8,46964.6,0.8,44870.8,46964.6,44862.5,46963.7,48379.0
770,385001,rr,1.1,5.1,8.0,76976.9,814.7,911.2,288823.4,1180.6,1175.9
771,385001,fcfs,1.1,31232.6,32785.1,1.1,31232.6,32785.1,31223.8,32783.6,33954.8
772,386001,rr,0.8,4.1,6.4,93116.500001,834.0,876.6,333811.6,1152.4,1133.6
773,386001,fcfs,0.8,32137.7,33542.1,0.8,32137.7,33542.1,32132.7,33540.7,34859.7
774,387001,rr,1.0,5.2,7.4,79312.5,1066.0,1162.0,293962.3,1481.2,1489.8
775,387001,fcfs,1.0,38153.2,40002.9,1.0,38153.2,40002.9,38147.0,40001.9,41202.9
776,388001,rr,0.8,4.4,6.6,57067.1,694.2,757.7,217685.2,1025.3,1021.2
777,388001,fcfs,0.8,40387.5,42034.4,0.8,40387.5,42034.4,40379.8,42032.4,43602.2
778,389001,rr,1.1,5.2,7.5,65488.9,844.5,744.8,236920.0,1084.6,953.9
779,389001,fcfs,0.8,42012.8,43601.4,0.8,42012.8,43601.4,42009.6,43600.2,44972.3
780,390001,rr,1.1,5.5,7.6,134620.5,932.0,887.8,436546.6,1217.8,1208.6
781,390001,fcfs,0.9,42165.2,43671.5,0.9,42165.2,43671.5,42158.1,43669.5,44989.2
782,391001,rr,1.0,5.3,7.6,50700.2,996.3,887.0,190764.7,1222.9,1202.5
783,391001,fcfs,0.8,47695.8,49442.5,0.8,47695.8,49442.5,47687.9,49441.5,51284.3
784,392001,rr,1.0,5.3,7.6,84475.2,883.0,805.7,298296.3,1120.5,1111.7
785,392001,fcfs,0.8,48406.1,49914.3,0.8,48406.1,49914.3,48398.1,49913.2,51313.2
786,393001,rr,1.0,5.2,8.2,96409.9,785.5,804.4,340518.0,1057.1,1061.7
787,393001,fcfs,0.7,43231.1,44522.2,0.7,43231.1,44522.2,43223.0,44521.1,45859.0
788,394001,rr,1.1,6.0,8.0,113652.2,1001.6,1052.1,400461.4,1282.9,1379.3
789,394001,fcfs,0.8,41956.6,43426.7,0.8,41956.6,43426.7,41948.5,43425.6,45013.6
790,395001,rr,1.0,5.5,7.6,52025.6,838.3,819.1,198079.3,1094.2,1095.8
791,395001,fcfs,1.0,51715.0,53105.9,1.0,51715.0,53105.9,51708.2,53104.9,54562.0
792,396001,rr,0.9,4.1,5.9,51794.2,1010.5,1043.0,195734.1,1357.9,1376.2
793,396001,fcfs,0.8,52525.9,53845.5,0.8,52525.9,53845.5,52521.8,53844.6,55308.7
794,397001,rr,1.3,4.8,7.0,65802.7,872.5,876.8,249355.0,1132.8,1120.2
795,397001,fcfs,1.0,54335.6,56125.6,1.0,54335.6,56125.6,54329.7,56124.3,57619.8
796,398001,rr,0.8,4.2,6.4,74144.3,889.8,878.5,280437.3,1157.0,1153.5
797,398001,fcfs,0.9,26571.9,28286.6,0.9,26571.9,28286.6,26568.7,28285.7,30332.9
798,399001,rr,1.0,5.2,7.4,80663.0,1562.4,1584.9,300643.2,2014.7,2018.6
799,399001,fcfs,0.9,52052.4,53589.3,0.9,52052.4,53589.3,52045.2,53588.4,55213.3
800,400001,rr,0.8,4.4,6.6,92780.800001,813.9,839.1,334316.5,1099.8,1069.8
801,400001,fcfs,0.9,40510.4,41970.8,0.9,40510.4,41970.8,40506.0,41970.0,43463.9
802,401001,rr,1.0,4.8,6.9,98482.1,1217.8,1061.9,342867.0,1590.7,1439.4
803,401001,fcfs,0.8,48264.9,49959.1,0.8,48264.9,49959.1,48258.4,49958.3,51971.3
804,402001,rr,1.7,6.0,8.2,78775.2,1057.0,1259.6,291702.2,1349.9,1683.3
805,402001,fcfs,0.8,31633.9,33324.0,0.8,31633.9,33324.0,31627.4,33322.9,35009.8
806,403001,rr,0.8,4.0,6.2,92172.5,741.1,788.8,344552.4,1018.9,1023.9
807,403001,fcfs,0.8,42368.6,43688.4,0.8,42368.6,43688.4,42364.2,43687.3,44961.2
808,404001,rr,0.8,4.3,6.5,78689.3,795.9,953.2,281729.2,1072.3,1254.2
809,404001,fcfs,0.7,43918.6,45876.0,0.7,43918.6,45876.0,43911.2,45874.7,47522.6
810,405001,rr,0.9,4.3,6.5,133389.900001,760.1,750.9,483415.8,1041.0,971.6
811,405001,fcfs,0.8,38528.8,39961.9,0.8,38528.8,39961.9,38522.3,39960.2,41426.6
812,406001,rr,1.1,5.0,7.3,61244.1,796.8,921.8,232068.7,1038.0,1213.9
813,406001,fcfs,0.8,49591.5,50990.9,0.8,49591.5,50990.9,49583.3,50989.5,52750.7
814,407001,rr,0.8,4.2,6.4,106627.600001,755.9,643.0,401762.2,972.4,1087.4
815,407001,fcfs,1.0,46449.6,47925.6,1.0,46449.6,47925.6,46440.6,47924.4,49483.8
816,408001,rr,1.3,5.0,7.4,54921.3,1072.9,1149.2,211842.5,1410.8,1501.4
817,408001,fcfs,0.7,43888.8,45241.4,0.7,43888.8,45241.4,43881.2,45240.1,46771.7
