,n,scheduler,st_1,st_2,st_3,wt_1,wt_2,wt_3,tat_1,tat_2,tat_3
1625,812001,fcfs,2.4,92024.0,93506.9,2.4,92024.0,93506.9,92013.6,93504.8,95078.3
1626,813001,rr,1.7,5.2,7.4,157824.700001,1137.0,591.7,573976.3,1714.6,825.2
1627,813001,fcfs,0.8,103485.9,104627.6,0.8,103485.9,104627.6,103479.9,104626.7,105922.0
1628,814001,rr,0.9,4.4,6.6,122369.200001,859.4,840.8,454634.6,1130.3,1138.1
1629,814001,fcfs,0.8,94118.2,95584.6,0.8,94118.2,95584.6,94109.1,95583.1,96793.8
1630,815001,rr,0.9,4.1,6.3,140924.000001,1075.7,1228.1,505621.5,1522.8,1526.9
1631,815001,fcfs,0.8,91381.9,92633.0,0.8,91381.9,92633.0,91375.0,92632.0,94118.3
1632,816001,rr,0.8,4.2,6.5,153159.900001,921.2,861.4,547559.3,1177.4,1175.3
1633,816001,fcfs,0.9,114582.4,115728.2,0.9,114582.4,115728.2,114574.6,115726.7,116745.7
1634,817001,rr,1.1,5.4,7.4,248947.9,962.3,974.1,905714.2,1251.1,1245.6
1635,817001,fcfs,0.9,115927.7,117520.1,0.9,115927.7,117520.1,115921.0,117519.2,119201.9
1636,818001,rr,0.8,4.2,6.4,174004.000002,1676.3,784.9,629791.8,2528.4,1026.3
1637,818001,fcfs,1.0,77024.3,78503.7,1.0,77024.3,78503.7,77015.4,78502.4,80310.9
1638,819001,rr,0.9,4.1,6.4,138418.200001,699.4,738.7,504697.6,981.3,986.6
1639,819001,fcfs,0.8,86014.3,87747.5,0.8,86014.3,87747.5,86007.1,87746.7,89442.1
1640,820001,rr,0.8,4.4,6.6,145003.700001,808.3,805.5,535785.1,1078.9,1072.7
1641,820001,fcfs,0.8,87501.8,88977.4,0.8,87501.8,88977.4,87493.3,88976.5,90623.6
1642,821001,rr,0.9,4.4,6.6,157493.600002,794.0,782.4,569808.7,1020.4,1018.1
1643,821001,fcfs,0.8,113083.2,114666.5,0.8,113083.2,114666.5,113076.5,114665.3,116092.7
1644,822001,rr,0.8,4.2,6.5,137291.300001,869.3,862.4,478080.4,1118.3,1122.3
1645,822001,fcfs,0.8,94524.1,95945.6,0.8,94524.1,95945.6,94516.8,95944.4,97230.2
1646,823001,rr,1.2,5.2,7.7,177389.100001,777.9,863.9,602059.6,1123.7,1114.6
1647,823001,fcfs,1.0,75924.6,77050.6,1.0,75924.6,77050.6,75917.7,77049.4,78521.8
1648,824001,rr,0.8,4.3,6.5,255793.1,831.8,863.0,896202.7,1083.3,1087.3
1649,824001,fcfs,0.7,99318.4,101070.2,0.7,99318.4,101070.2,99312.4,101069.3,102677.0
1650,825001,rr,0.9,4.5,6.7,163474.500002,893.2,835.0,608224.3,1225.6,1088.9
1651,825001,fcfs,0.8,98185.1,99482.9,0.8,98185.1,99482.9,98178.5,99481.7,100910.7
1652,826001,rr,1.2,5.5,7.8,186592.700001,853.8,870.0,648809.4,1162.0,1167.9
1653,826001,fcfs,0.9,79510.8,81194.9,0.9,79510.8,81194.9,79503.4,81194.0,82909.6
1654,827001,rr,0.8,4.1,6.3,139612.400001,1049.9,950.6,531128.7,1471.5,1292.1
1655,827001,fcfs,0.7,124179.2,125974.7,0.7,124179.2,125974.7,124172.1,125973.9,127511.4
1656,828001,rr,1.2,5.3,7.9,321816.399997,976.5,1206.8,1139788.6,1351.6,1685.9
1657,828001,fcfs,0.8,96363.2,97447.5,0.8,96363.2,97447.5,96356.5,97446.1,98612.3
1658,829001,rr,0.8,4.4,6.6,180888.500002,933.8,870.4,671362.6,1208.8,1198.3
1659,829001,fcfs,0.8,103807.7,105137.4,0.8,103807.7,105137.4,103800.8,105136.0,106308.8
1660,830001,rr,1.3,5.6,8.3,127273.000001,1083.5,1030.5,462297.7,1373.6,1357.5
1661,830001,fcfs,0.9,83985.0,85805.2,0.9,83985.0,85805.2,83978.7,85804.3,87243.7
1662,831001,rr,1.3,5.6,8.0,145331.300002,1216.9,1398.0,555870.5,1592.2,1903.6
1663,831001,fcfs,1.1,98269.9,99934.8,1.1,98269.9,99934.8,98262.3,99934.0,102347.9
1664,832001,rr,1.2,5.1,7.2,157404.400001,1080.4,1134.1,550752.7,1525.8,1435.6
1665,832001,fcfs,1.0,93573.7,94941.6,1.0,93573.7,94941.6,93566.9,94940.7,96843.8
1666,833001,rr,0.8,4.1,6.3,134921.600001,973.1,972.7,501696.5,1277.7,1279.7
1667,833001,fcfs,1.1,84632.1,86371.9,1.1,84632.1,86371.9,84625.9,86371.1,88137.4
1668,834001,rr,0.9,5.5,7.5,191915.900002,852.7,850.2,703560.1,1264.4,1099.5
1669,834001,fcfs,1.0,77886.6,79314.5,1.0,77886.6,79314.5,77879.8,79313.6,81056.6
1670,835001,rr,0.9,17.1,19.3,155990.600001,955.9,940.6,585500.7,1328.3,1318.2
1671,835001,fcfs,1.6,85304.6,87048.9,1.6,85304.6,87048.9,85295.2,87047.5,88906.3
1672,836001,rr,0.8,4.3,6.5,176354.500002,873.8,716.5,635360.0,1164.1,982.9
1673,836001,fcfs,0.9,74976.6,76806.0,0.9,74976.6,76806.0,74970.6,76805.1,78361.3
1674,837001,rr,0.8,4.3,6.6,211815.700001,897.7,892.8,780633.2,1165.7,1177.7
1675,837001,fcfs,9.3,110476.0,111992.7,9.3,110476.0,111992.7,110467.3,111991.8,113303.4
1676,838001,rr,0.8,4.5,6.7,162043.700002,794.5,868.2,607121.9,1108.7,1127.4
1677,838001,fcfs,0.9,118446.3,119656.2,0.9,118446.3,119656.2,118437.7,119655.2,120703.4
1678,839001,rr,0.8,4.1,6.3,112034.700001,912.0,799.1,415766.8,1539.4,1063.6
1679,839001,fcfs,0.8,130544.3,131892.1,0.8,130544.3,131892.1,130537.4,131891.3,133216.6
1680,840001,rr,0.9,4.8,7.2,151372.800001,848.3,771.3,528049.9,1081.1,1077.1
1681,840001,fcfs,0.8,66034.1,67877.1,0.8,66034.1,67877.1,66027.6,67875.7,69223.5
1682,841001,rr,0.9,4.2,6.4,228604.300001,1115.0,1150.9,837364.6,1460.1,1455.0
1683,841001,fcfs,0.9,76250.5,78150.8,0.9,76250.5,78150.8,76241.6,78148.8,79709.0
1684,842001,rr,0.8,4.2,6.4,205603.400001,884.4,817.8,762605.4,1172.4,1157.5
1685,842001,fcfs,0.8,85386.0,87130.9,0.8,85386.0,87130.9,85378.6,87130.1,88737.1
1686,843001,rr,0.8,5.1,7.3,213401.900002,1252.2,689.6,713552.9,1776.7,899.1
1687,843001,fcfs,0.8,75244.2,77044.1,0.8,75244.2,77044.1,75238.0,77043.2,78777.4
1688,844001,rr,0.8,4.2,6.5,122990.200001,925.5,939.2,458201.8,1297.5,1195.3
1689,844001,fcfs,0.9,94794.6,96511.1,0.9,94794.6,96511.1,94788.4,96510.3,98577.3
1690,845001,rr,0.9,4.2,6.5,215541.100001,806.9,1355.2,745797.5,1025.8,1820.5
1691,845001,fcfs,0.8,110553.1,111640.8,0.8,110553.1,111640.8,110545.4,111639.6,113007.8
1692,846001,rr,0.8,4.2,6.5,159058.300001,792.9,727.6,587254.6,1032.9,1025.9
1693,846001,fcfs,0.9,96759.6,98109.9,0.9,96759.6,98109.9,96751.7,98108.4,100030.7
1694,847001,rr,1.0,5.0,7.7,201599.000001,1649.1,1679.2,699638.6,2110.4,2204.3
1695,847001,fcfs,0.9,80281.7,81917.1,0.9,80281.7,81917.1,80278.0,81916.3,83657.8
1696,848001,rr,0.8,4.3,6.5,275663.700001,711.1,946.8,976768.7,966.5,1265.4
1697,848001,fcfs,0.8,74566.1,76193.9,0.8,74566.1,76193.9,74559.8,76192.9,77939.0
1698,849001,rr,1.2,5.4,7.5,122197.700001,729.5,892.4,457524.5,990.9,1157.6
1699,849001,fcfs,0.8,78945.8,80147.7,0.8,78945.8,80147.7,78938.2,80146.9,81349.0
1700,850001,rr,1.2,5.6,20.6,136649.600001,998.6,1024.5,489169.2,1321.9,1333.0
1701,850001,fcfs,0.8,79569.0,82290.2,0.8,79569.0,82290.2,79560.6,82288.1,83564.5
1702,851001,rr,0.8,4.1,6.3,236900.000001,11372.6,11326.0,818917.7,14875.5,14880.5
1703,851001,fcfs,0.9,87347.4,88720.3,0.9,87347.4,88720.3,87341.3,88719.3,90488.3
1704,852001,rr,0.8,4.1,5.9,127079.000001,828.4,815.5,461700.9,1071.6,1064.5
1705,852001,fcfs,1.0,102943.6,104735.5,1.0,102943.6,104735.5,102935.3,104734.3,106564.8
1706,853001,rr,0.8,4.0,6.3,142362.600001,910.5,935.2,535291.6,1225.4,1222.2
1707,853001,fcfs,1.2,121583.2,122582.1,1.2,121583.2,122582.1,121575.0,122581.1,123642.6
1708,854001,rr,0.8,4.0,6.2,176783.800002,890.7,929.1,648209.5,1169.8,1185.5
1709,854001,fcfs,0.9,98790.6,100493.3,0.9,98790.6,100493.3,98781.4,100490.9,101604.1
1710,855001,rr,0.9,4.3,6.6,245183.4,1000.5,972.4,903150.1,1292.4,1309.4
1711,855001,fcfs,1.0,93201.0,95057.9,1.0,93201.0,95057.9,93193.6,95057.1,96655.2
1712,856001,rr,15.3,18.6,20.8,130588.300001,1054.2,923.0,475142.8,1383.7,1376.6
1713,856001,fcfs,0.8,85937.3,87125.1,0.8,85937.3,87125.1,85930.7,87123.9,88306.3
1714,857001,rr,0.8,4.2,6.4,133736.400001,958.5,918.5,487289.2,1202.5,1302.5
1715,857001,fcfs,0.7,132291.2,134084.7,0.7,132291.2,134084.7,132284.3,134083.7,135673.3
1716,858001,rr,0.9,4.3,6.6,100894.800001,1007.4,958.5,386664.0,1310.7,1324.5
1717,858001,fcfs,0.8,106347.2,107530.0,0.8,106347.2,107530.0,106339.5,107528.8,108518.5
1718,859001,rr,0.8,4.3,6.5,114573.100001,866.3,915.7,408432.3,1153.7,1144.5
1719,859001,fcfs,0.9,108312.2,109610.9,0.9,108312.2,109610.9,108305.4,109609.8,110900.8
1720,860001,rr,1.0,6.0,8.3,175042.400001,673.1,754.5,639586.0,884.8,1015.2
1721,860001,fcfs,0.9,102018.0,103351.6,0.9,102018.0,103351.6,102011.0,103349.8,104860.2
1722,861001,rr,1.1,4.8,6.9,138050.400001,938.2,767.5,493461.2,1197.2,1050.4
1723,861001,fcfs,0.8,60030.1,61876.1,0.8,60030.1,61876.1,60023.9,61875.2,63319.4
1724,862001,rr,1.4,17.3,19.8,226542.800001,975.4,1016.8,785343.0,1262.5,1399.1
1725,862001,fcfs,0.8,75496.6,76923.9,0.8,75496.6,76923.9,75490.6,76923.0,78838.0
1726,863001,rr,2.3,6.9,9.1,111980.700001,801.3,858.3,418056.7,1126.6,1119.3
1727,863001,fcfs,0.9,107460.4,108972.0,0.9,107460.4,108972.0,107453.7,108970.1,110541.8
1728,864001,rr,1.7,7.7,9.8,136604.800001,809.0,1003.7,457494.4,1162.2,1361.2
1729,864001,fcfs,1.0,92421.9,93724.6,1.0,92421.9,93724.6,92412.9,93723.5,95016.4
1730,865001,rr,0.7,4.0,6.2,97687.100001,764.8,798.2,365066.0,991.9,1040.1
1731,865001,fcfs,1.0,93525.1,95170.5,1.0,93525.1,95170.5,93521.8,95169.6,96703.4
1732,866001,rr,0.9,5.5,7.7,142228.400001,961.5,1049.7,533896.2,1389.3,1361.0
1733,866001,fcfs,0.9,84589.3,85910.6,0.9,84589.3,85910.6,84579.9,85909.5,87316.0
1734,867001,rr,1.0,5.0,7.2,130080.300001,896.5,910.0,476013.8,1189.5,1132.5
1735,867001,fcfs,0.9,116931.8,118148.9,0.9,116931.8,118148.9,116924.6,118148.0,119272.4
1736,868001,rr,1.0,5.1,8.1,339564.299998,905.8,861.1,1192371.7,1141.0,1150.1
1737,868001,fcfs,0.9,84045.2,85424.9,0.9,84045.2,85424.9,84038.9,85423.8,87246.0
1738,869001,rr,1.1,4.5,6.8,143818.7,827.0,782.6,499360.9,1152.8,1026.0
1739,869001,fcfs,0.8,81022.4,82192.3,0.8,81022.4,82192.3,81016.4,82191.4,83648.3
1740,870001,rr,1.0,5.0,16.6,291363.599997,918.2,896.3,1065127.6,1223.6,1224.1
1741,870001,fcfs,0.9,103670.5,105615.0,0.9,103670.5,105615.0,103664.0,105614.0,106947.5
1742,871001,rr,0.9,4.5,6.7,211079.300001,1133.6,943.7,765539.9,1497.1,1289.9
1743,871001,fcfs,0.9,110990.8,112740.3,0.9,110990.8,112740.3,110983.6,112739.4,114557.9
1744,872001,rr,0.8,4.2,6.4,262774.999998,982.4,991.9,981035.4,1285.6,1287.9
1745,872001,fcfs,0.8,109977.6,111322.7,0.8,109977.6,111322.7,109935.0,111321.1,113045.9
1746,873001,rr,0.9,4.4,6.6,231455.200001,727.7,773.1,763834.1,935.7,1021.0
1747,873001,fcfs,0.8,105727.0,107523.2,0.8,105727.0,107523.2,105720.8,107522.2,109282.9
1748,874001,rr,0.9,4.4,6.2,297882.499997,724.8,741.5,1075427.8,994.4,979.2
1749,874001,fcfs,0.8,89740.7,91474.9,0.8,89740.7,91474.9,89733.5,91473.5,92714.7
1750,875001,rr,0.9,4.4,6.6,181610.300002,837.5,758.8,621859.6,1073.1,1077.5
1751,875001,fcfs,0.8,94238.8,95530.0,0.8,94238.8,95530.0,94220.2,95529.2,96806.8
1752,876001,rr,0.8,4.3,6.5,237463.199998,1382.3,1643.0,888890.7,2058.5,2150.1
1753,876001,fcfs,0.9,83492.5,85087.3,0.9,83492.5,85087.3,83486.0,85086.2,86439.5
1754,877001,rr,1.0,5.0,7.0,295605.599996,991.8,943.0,1059590.0,1257.1,1253.2
1755,877001,fcfs,1.1,132465.7,134033.7,1.1,132465.7,134033.7,132458.4,134032.6,135452.3
1756,878001,rr,0.9,4.7,7.2,130605.700001,835.7,836.2,491773.9,1113.1,1105.4
1757,878001,fcfs,0.9,108703.4,110121.4,0.9,108703.4,110121.4,108697.0,110120.4,111557.6
1758,879001,rr,0.9,4.1,5.9,249817.0,792.0,757.3,879878.5,1033.8,1041.5
1759,879001,fcfs,0.8,116273.8,118376.1,0.8,116273.8,118376.1,116266.4,118375.1,120301.0
1760,880001,rr,0.9,4.4,6.6,258788.799999,922.2,755.2,905529.8,1166.4,1144.7
1761,880001,fcfs,1.0,90770.3,92005.6,1.0,90770.3,92005.6,90763.5,92004.2,93033.9
1762,881001,rr,1.3,5.6,7.8,217946.5,831.6,842.5,809276.8,1092.1,1099.8
1763,881001,fcfs,0.8,105173.0,107047.7,0.8,105173.0,107047.7,105164.8,107046.7,108663.8
1764,882001,rr,0.8,4.0,6.2,260800.299999,917.3,948.9,932480.5,1212.2,1219.7
1765,882001,fcfs,1.2,71786.6,73455.7,1.2,71786.6,73455.7,71780.7,73454.5,75168.1
1766,883001,rr,0.8,4.3,6.6,186910.600002,844.3,698.4,714382.0,1066.8,1072.2
1767,883001,fcfs,0.7,115456.1,116953.7,0.7,115456.1,116953.7,115449.2,116952.7,118270.2
1768,884001,rr,0.9,4.4,6.7,318551.899996,831.5,976.5,1109470.3,1161.9,1270.8
1769,884001,fcfs,0.8,65943.5,67943.8,0.8,65943.5,67943.8,65937.1,67942.9,69428.8
1770,885001,rr,0.8,4.0,6.3,170390.600001,801.6,790.0,595429.6,1038.2,1042.7
1771,885001,fcfs,0.8,86229.5,87583.6,0.8,86229.5,87583.6,86225.2,87582.7,89237.0
1772,886001,rr,0.9,4.5,6.7,139601.400001,646.7,753.3,511535.5,866.9,1113.8
1773,886001,fcfs,0.9,85018.3,86875.9,0.9,85018.3,86875.9,85011.8,86875.0,88410.2
1774,887001,rr,0.8,4.2,6.5,188415.600002,968.0,968.7,696476.5,1351.8,1342.7
1775,887001,fcfs,1.2,114268.7,115341.4,1.2,114268.7,115341.4,114262.1,115340.5,116414.4
1776,888001,rr,1.2,5.6,8.0,173228.300001,1334.3,725.6,635631.5,1929.3,1013.2
1777,888001,fcfs,0.8,83669.4,85016.2,0.8,83669.4,85016.2,83663.5,85013.6,86482.4
1778,889001,rr,0.8,4.2,6.4,102868.300001,803.5,809.4,384364.3,1056.6,1069.1
1779,889001,fcfs,0.8,133396.6,134928.2,0.8,133396.6,134928.2,133389.7,134927.3,136592.0
1780,890001,rr,1.2,6.3,8.6,123888.500001,1109.1,1086.0,474043.0,1553.9,1379.6
1781,890001,fcfs,0.8,114021.2,115360.1,0.8,114021.2,115360.1,114012.6,115359.1,116600.9
1782,891001,rr,1.1,5.2,8.4,133679.200001,852.6,894.6,492566.4,1173.7,1145.6
1783,891001,fcfs,0.8,122250.3,123511.6,0.8,122250.3,123511.6,122243.4,123510.3,125395.6
1784,892001,rr,0.8,4.4,6.6,148763.800001,862.4,1087.3,548068.4,1152.6,1590.3
1785,892001,fcfs,1.1,106242.7,108186.5,1.1,106242.7,108186.5,106236.6,108185.4,109610.4
1786,893001,rr,0.9,5.2,7.4,116327.000001,820.3,766.8,437050.1,1061.8,1066.6
1787,893001,fcfs,0.8,75675.9,77093.8,0.8,75675.9,77093.8,75670.1,77092.7,78460.4
1788,894001,rr,0.8,4.0,6.2,163643.500002,865.9,839.6,597697.8,1130.4,1138.7
1789,894001,fcfs,1.6,102862.4,104255.1,1.6,102862.4,104255.1,102855.4,104254.1,105665.7
1790,895001,rr,0.9,4.3,6.6,204435.100002,1165.5,985.5,758992.4,1499.6,1268.4
1791,895001,fcfs,0.8,125553.4,126781.3,0.8,125553.4,126781.3,125545.7,126779.6,127997.4
1792,896001,rr,0.9,5.3,7.6,138938.300001,726.5,797.8,511678.8,1005.5,1058.8
1793,896001,fcfs,0.9,77245.6,78569.9,0.9,77245.6,78569.9,77241.2,78569.0,80169.9
1794,897001,rr,1.2,5.5,7.7,177161.500002,724.0,1046.6,611624.4,1106.2,1449.3
1795,897001,fcfs,1.1,133186.0,134375.5,1.1,133186.0,134375.5,133172.4,134373.8,135419.5
1796,898001,rr,0.8,4.4,6.6,108745.800001,804.6,785.6,406220.9,1080.9,1075.3
1797,898001,fcfs,0.9,104147.8,105355.5,0.9,104147.8,105355.5,104137.7,105354.4,106415.3
1798,899001,rr,1.1,5.1,7.4,118835.600001,801.9,977.8,451265.9,1010.0,1405.1
1799,899001,fcfs,0.9,97810.5,99020.4,0.9,97810.5,99020.4,97800.4,99018.4,100649.0
1800,900001,rr,0.8,4.3,6.5,205563.900001,802.0,769.7,765516.0,1022.2,1016.0
1801,900001,fcfs,0.8,90521.5,92312.6,0.8,90521.5,92312.6,90514.7,92311.6,94085.4
1802,901001,rr,0.9,4.4,6.6,174548.100002,854.3,1069.3,631733.1,1120.6,1527.0
1803,901001,fcfs,0.8,99702.2,101317.3,0.8,99702.2,101317.3,99694.1,101314.6,102482.6
1804,902001,rr,1.0,5.2,8.0,132834.200001,807.6,784.2,480513.2,1041.2,1024.9
1805,902001,fcfs,0.9,101896.9,103222.5,0.9,101896.9,103222.5,101890.1,103221.6,104508.6
1806,903001,rr,0.9,4.4,6.7,152855.700002,809.7,895.4,582787.1,1136.8,1144.1
1807,903001,fcfs,0.8,116033.0,117418.2,0.8,116033.0,117418.2,116025.3,117416.9,118401.5
1808,904001,rr,0.8,4.3,6.5,107271.100001,1132.3,1146.7,409998.0,1491.0,1565.7
1809,904001,fcfs,1.1,108030.3,109452.2,1.1,108030.3,109452.2,108023.8,109451.2,111234.3
1810,905001,rr,8.8,12.7,14.9,159725.300001,876.7,849.1,577903.9,1148.3,1130.1
1811,905001,fcfs,1.0,88663.4,90019.8,1.0,88663.4,90019.8,88657.5,90019.0,91324.8
1812,906001,rr,0.8,4.4,6.6,125183.800001,785.0,1253.0,454013.4,1039.9,1794.4
1813,906001,fcfs,0.8,101909.8,103639.7,0.8,101909.8,103639.7,101904.3,103638.5,105264.1
1814,907001,rr,1.0,5.0,7.1,113302.700001,855.1,849.6,439709.9,1125.5,1121.8
1815,907001,fcfs,0.8,114100.7,115189.0,0.8,114100.7,115189.0,114093.9,115188.0,116061.4
1816,908001,rr,0.8,4.3,6.5,173421.400001,781.2,745.8,630775.1,1025.2,1030.1
1817,908001,fcfs,0.8,108713.4,110290.3,0.8,108713.4,110290.3,108706.6,110289.1,111951.1
1818,909001,rr,0.8,4.4,6.6,219382.100001,911.8,795.9,766567.3,1188.8,1038.2
1819,909001,fcfs,0.9,126866.5,128642.2,0.9,126866.5,128642.2,126860.0,128641.0,130176.2
1820,910001,rr,1.2,5.4,7.8,187885.100002,966.5,990.3,633758.3,1272.7,1270.5
1821,910001,fcfs,0.8,79988.6,81716.6,0.8,79988.6,81716.6,79980.9,81715.8,83612.2
1822,911001,rr,0.9,4.2,6.4,273009.599999,1075.5,1052.1,951034.4,1392.8,1390.8
1823,911001,fcfs,0.8,97010.0,98670.5,0.8,97010.0,98670.5,97001.3,98669.3,100302.6
1824,912001,rr,1.0,5.0,7.0,104387.700001,748.5,879.9,399091.8,1105.7,1124.2
1825,912001,fcfs,0.8,92670.8,94387.6,0.8,92670.8,94387.6,92648.3,94386.7,96146.3
1826,913001,rr,0.9,16.9,19.2,253647.599999,1120.2,1089.2,901196.8,1448.8,1599.0
1827,913001,fcfs,0.9,142763.1,143875.4,0.9,142763.1,143875.4,142755.8,143874.4,144961.3
1828,914001,rr,0.9,4.4,6.7,167172.300002,766.8,757.4,626886.4,1041.8,1020.6
1829,914001,fcfs,0.9,87953.3,89567.5,0.9,87953.3,89567.5,87946.6,89566.7,91274.1
1830,915001,rr,1.0,5.5,7.7,159397.700002,1005.4,805.4,571029.0,1294.9,1144.9
1831,915001,fcfs,0.9,109777.1,112662.4,0.9,109777.1,112662.4,109765.2,112660.2,114863.5
1832,916001,rr,1.1,5.2,7.3,116549.600001,872.6,828.1,445029.4,1172.6,1098.5
1833,916001,fcfs,0.8,86465.3,87788.1,0.8,86465.3,87788.1,86457.8,87786.7,89212.9
1834,917001,rr,0.8,4.3,6.5,150786.000002,959.1,937.7,559574.5,1257.0,1258.8
1835,917001,fcfs,0.8,102246.7,103586.2,0.8,102246.7,103586.2,102239.0,103585.3,104932.1
1836,918001,rr,0.8,4.2,6.5,143051.000002,841.1,791.0,531615.3,1152.8,1126.8
1837,918001,fcfs,0.7,103702.6,105182.2,0.7,103702.6,105182.2,103696.0,105180.9,106447.4
1838,919001,rr,0.9,4.1,6.4,134201.000001,882.5,895.3,498897.3,1124.7,1169.6
1839,919001,fcfs,0.9,93329.1,95424.9,0.9,93329.1,95424.9,93322.3,95422.8,96707.4
1840,920001,rr,0.9,5.3,7.5,128793.700001,750.9,760.0,478369.2,1009.1,1001.8
1841,920001,fcfs,1.0,86467.9,88094.6,1.0,86467.9,88094.6,86460.3,88093.5,89478.8
1842,921001,rr,1.2,5.3,7.7,146101.800001,1120.5,1129.5,538793.5,1435.4,1439.9
1843,921001,fcfs,1.2,85284.4,87137.5,1.2,85284.4,87137.5,85275.6,87136.5,88833.0
1844,922001,rr,0.9,5.5,7.6,188453.900002,746.0,731.9,692889.2,1019.8,1027.6
1845,922001,fcfs,0.9,98965.5,100455.1,0.9,98965.5,100455.1,98959.0,100454.0,102551.4
1846,923001,rr,1.5,6.4,8.6,165233.000001,900.0,840.2,598469.8,1153.7,1144.7
1847,923001,fcfs,1.2,83229.5,85020.9,1.2,83229.5,85020.9,83225.8,85020.1,86588.5
1848,924001,rr,0.8,4.3,6.5,143775.500001,851.7,946.5,524238.8,1180.3,1186.6
1849,924001,fcfs,1.0,102986.6,104246.5,1.0,102986.6,104246.5,102979.9,104245.1,105382.2
1850,925001,rr,0.8,4.1,6.4,169765.500001,13200.7,12926.5,582923.3,16926.2,16920.4
1851,925001,fcfs,0.9,92627.5,93853.1,0.9,92627.5,93853.1,92620.8,93852.3,95601.4
1852,926001,rr,1.2,5.2,7.4,187289.400001,938.2,944.0,661458.3,1261.5,1399.9
1853,926001,fcfs,1.0,119713.7,120930.6,1.0,119713.7,120930.6,119707.0,120929.3,121960.3
1854,927001,rr,0.8,5.1,7.2,250471.399999,1075.0,992.4,918309.6,1365.8,1370.0
1855,927001,fcfs,0.9,110937.8,112680.0,0.9,110937.8,112680.0,110931.6,112678.6,114615.8
1856,928001,rr,1.2,5.7,7.8,164589.300001,850.1,858.1,602117.5,1120.7,1129.3
1857,928001,fcfs,0.8,110209.8,111991.1,0.8,110209.8,111991.1,110202.7,111989.9,113479.3
1858,929001,rr,0.9,6.0,8.1,216051.200001,740.6,917.3,807059.9,1145.8,1157.0
1859,929001,fcfs,0.8,85822.3,87690.9,0.8,85822.3,87690.9,85805.3,87690.1,89647.3
1860,930001,rr,1.0,5.3,34.0,378231.199996,886.2,858.3,1323649.2,1160.9,1153.9
1861,930001,fcfs,0.8,101994.3,103203.9,0.8,101994.3,103203.9,101986.6,103202.4,104920.8
1862,931001,rr,0.8,4.4,6.6,246693.000002,890.4,925.3,854307.1,1170.8,1174.8
1863,931001,fcfs,0.8,108615.9,110094.2,0.8,108615.9,110094.2,108608.6,110050.8,111423.4
1864,932001,rr,1.1,5.7,7.9,209131.700001,853.3,1157.6,767782.0,1115.6,1653.7
1865,932001,fcfs,0.9,98632.8,100108.0,0.9,98632.8,100108.0,98624.3,100106.8,101662.4
1866,933001,rr,0.9,4.2,6.4,183187.500002,841.2,897.3,680217.6,1166.3,1174.1
1867,933001,fcfs,1.0,119568.5,120751.3,1.0,119568.5,120751.3,119561.1,120750.4,121779.7
1868,934001,rr,0.8,4.1,6.3,205078.500001,689.1,768.8,767942.6,1033.2,1011.6
1869,934001,fcfs,0.8,104888.4,106310.1,0.8,104888.4,106310.1,104881.6,106309.2,107941.3
1870,935001,rr,0.9,4.2,6.4,186197.000002,1041.5,718.9,680275.4,1406.5,935.8
1871,935001,fcfs,1.1,76269.5,78009.0,1.1,76269.5,78009.0,76262.1,78007.9,79774.1
1872,936001,rr,0.9,5.3,7.7,228247.0,926.8,1002.6,811301.5,1269.7,1277.6
1873,936001,fcfs,0.8,99449.6,101065.6,0.8,99449.6,101065.6,99442.7,101064.8,102848.3
1874,937001,rr,1.1,5.0,7.1,185986.000002,899.2,909.2,654471.1,1222.6,1197.0
1875,937001,fcfs,0.9,97834.4,99560.5,0.9,97834.4,99560.5,97827.5,99559.4,101045.6
1876,938001,rr,0.9,5.2,7.5,136270.000001,1252.9,887.4,502606.0,1711.5,1235.6
1877,938001,fcfs,15.5,90519.7,91725.5,15.5,90519.7,91725.5,90513.8,91724.4,92896.2
1878,939001,rr,0.9,4.5,6.8,197345.800002,769.2,949.7,691742.8,996.6,1279.0
1879,939001,fcfs,0.8,111178.5,112646.5,0.8,111178.5,112646.5,111169.7,112645.0,114059.3
1880,940001,rr,1.2,5.3,7.6,279749.299996,858.5,1294.6,1031979.9,1178.9,1839.5
1881,940001,fcfs,1.1,88706.8,90543.0,1.1,88706.8,90543.0,88700.0,90542.1,92357.7
1882,941001,rr,1.1,5.1,7.4,143428.600002,1035.3,1112.8,537566.2,1462.6,1448.6
1883,941001,fcfs,0.8,107569.9,108552.0,0.8,107569.9,108552.0,107562.7,108550.7,109524.5
1884,942001,rr,0.9,4.2,6.4,100737.400001,995.9,974.2,383316.4,1268.8,1274.2
1885,942001,fcfs,0.9,81212.2,83054.9,0.9,81212.2,83054.9,81204.9,83053.9,84960.4
1886,943001,rr,0.9,4.7,6.9,125033.900001,953.8,1054.3,472623.1,1216.9,1412.7
1887,943001,fcfs,0.9,131820.7,133150.0,0.9,131820.7,133150.0,131815.0,133149.0,135234.1
1888,944001,rr,1.5,5.9,8.3,141087.700001,1139.6,1189.6,523965.5,1503.2,1596.4
1889,944001,fcfs,0.8,110182.4,111366.5,0.8,110182.4,111366.5,110175.8,111365.5,112349.7
1890,945001,rr,15.2,18.9,21.1,239573.799999,871.0,844.0,882605.2,1286.5,1108.0
1891,945001,fcfs,1.0,105117.7,106420.3,1.0,105117.7,106420.3,105111.4,106418.1,107683.6
